cluster,barcode,abo_url,system_id,year,marker,work_title,main_title
30,Z221151005,http://data.onb.ac.at/ABO/+Z221151005,AC09720747,1687,TravelogueD17 Afrika Asien Europa; TravelogueD17 Orient,<<A>> Voyage into the Levant; 1634,<<Des Edlen Herrn Henrich Blunt/ Englischen Herrn und Ritters>> Morgenländische Reise/ Durch Dalmatien/ Sklavonien/ Thrazien und Egypten/ etc. in welcher die grundfeste Des Türkischen Staats/ genausichtig untersuchet wird/ Erstlich von ihm in Englisch verzeichnet/ Nun aber in die reine Hoch=Teutsche Sprache übersetzt von G. C. S. A. T. Nebst einem Bedenken über diese Betrachtungen/ worinnen zugleich die Ursachen des itzigen fals dieses mächtigen Reichs gesucht werden
30,Z258853704,http://data.onb.ac.at/ABO/+Z258853704,AC03958471,1693,TravelogueD17 Asien,Voyages tant en Europe qu'en Asie et en Afrique,<<Deß Hn. Thevenots>> Reysen Jn Ost=Jndien
31,Z168353503,http://data.onb.ac.at/ABO/+Z168353503,AC14473154,1649,TravelogueD17 Asien Südamerika,"Journael ende historis verhael van de reyse gedaen by oosten de Straet le Maire, naer de custen van Chili; 1646",<<Die>> fünff vnd zweyntzigste Schifffahrt/ Nach dem Königreich Chili in West=Jndien/ Verrichtet durch Herrn Heinrich Brawern/ vnd Herrn Elias Herckemann/ im Jahr 1642. vnnd 1643; Sambt einer Beschreibung der zweyen Jnsulen Formosa vnd Japan. Wie zugehörigen Kupffer-Taffeln
31,Z168353400,http://data.onb.ac.at/ABO/+Z168353400,AC14472348,1648,TravelogueD17 Arktis Asien Europa,"Journael, of Gedenckwaerdige beschrijvinghe van de Ost-Indische Reyse van Willem Ysbrantz Bontekoe van Hoorn; 1646",<<Die>> Vier vnd Zwantzigste Schiffahrt/ Jn welcher mit wahren Vmbständen beschrieben wird/ Erstlich Die denckwürdige Reyse nach OstJndien/ S. Wilhelm Jßbrands Bontekuhe von Horn: Vorgenommen den 28. Decemb. 1618. vnd vollbracht den 16. Novemb. 1625.; Demnach: Eine andere Reyse durch den Commandeur Türck Alberts Raven/ nach Spitzbergen im Jahr 1639 verrichtet. Jn welchen vnterschiedlich viel merckwürdige Händel vnd Fälle gründlich erzehlet werden. Beneben darzu nothwenidgen Kupfferstücken. Verlegt vnd zum Druck befördert/ durch Christophel le Blon
31,Z168353205,http://data.onb.ac.at/ABO/+Z168353205,AC14470954,1630,TravelogueD17 Südamerika Asien,Journal van de Nassausche vloot,<<Die>> Zwey vnd Zwäntzigste Schiffart Das ist Historische Eygentliche Beschreibung der Gewaltigen/ Mächtigen Schiffahrt/ so vnder dem Admiral Iacob l'Hermite Jm 1623. 1624. 1625. vnd 1626. Jahr vmb die gantzen Welt beschehen; Darinn Außführlichen von Adolph Deckern von Straßburg/ der dieser Reyß eygener Person beygewohnt/ Erzehlt wird/ was sich bey solcher von tag zu tag Merchwürdiges zugetragen vnd vorgangen. Mit vnderschiedlichen Kupfferstücken gezieret
31,Z257368909,http://data.onb.ac.at/ABO/+Z257368909,AC10473585,1693,TravelogueD17 Asien,Neu-entdecktes Sibyrien; 1690,"Neu=entdecktes Sieweria, Worinnen die Zobeln gefangen werden/ wie es anietzo angebaut und bewohnet ist/; Nebst desselbigen Landes=Gräntzen/ so wohl biß an Kithaiskia, Königreich China und die gantze Asiatische Tartarey/ als auch Samojedia und Nova Zembla. Zum andermahl/ Auff Begehren Curieuser Liebhaber auffgelegt/ jedoch in vielen Stücken verbessert und vermehret/ auch mit desselbigen Landes=Charta, so ein Schlüssel zum gantzen Wercke/ und mit andern Kupffer Stücken gezieret und herauß gegeben; von Georg Adam Schleisfing"
31,Z168353606,http://data.onb.ac.at/ABO/+Z168353606,AC14473230,1650,TravelogueD17 Arktis Europa Nordamerika,Relation du Groenland; 1647,<<Die>> XXVI. Schiff=Fahrt: BEschreibung einer Höchst=mühseligen vnd gantz gefährlichen Reyse/ durch den See=verständigen Capitain/ Herrn Johann Müncken/ inn Jahren 1619. vnd 1620 verrichtet; Nach dem er von Weyland dem Durchleuchtigsten Fürsten vnd Herrn/ Herrn Christiano IV. König in Dennemarck/ Norgwegen/ etc. befelcht worden/ mit zweyen Schiffen nach dem Freto oder der Enge Hudsons zu segeln/ vmb zu versuchen/ ob nicht deren Gegend eine Enge/ so Groenland von America abscheide/ vnd also eine Durchfahrt nach Ost=Jndien zu finden: Sampt vorhergehender gar deutlicher Erläuterung deß Alten vnd Newen Groenlands/ zu gegenwärtiger Schiff=Fahrts=Beschreibung insonderheit dienlich
31,Z221886200,http://data.onb.ac.at/ABO/+Z221886200,AC10247606,1677,TravelogueD17 Südamerika Nordamerika,,"<<Ambrosii Richßhoffers,>> Braßilianisch= und WestJndianische Reiße Beschreibung"
31,Z158515308,http://data.onb.ac.at/ABO/+Z158515308,AC08439291,1647,TravelogueD17 Asien Europa; TravelogueD17 Orient,Offt begehrte Beschreibung der Newen Orientalischen Reise,"Offt begehrte Beschreibung Der Newen Orientalischen Rejse/ So durch Gelegenheit einer Holsteinischen Legation an den König in Persien geschehen; Worinnen Derer Orter vnd Länder/ durch welche die Reise gangen/ als fürnemblich Rußland/ Tartarien vnd Persien/ sampt jhrer Einwohner Natur/ Leben vnd Wesen fleissig beschrieben/ vnd mit vielen Kupfferstücken/ so nach dem Leben gestellet/ gezieret. Jtem Ein Schreiben des Wol Edeln etc. Johan Albrecht Von Mandelslo/ worinnen dessen OstJndianische Reise über den Oceanum enthalten. Zusampt eines kurtzen Berichts von jetzigem Zustand des eussersten Orientalischen KönigReiches Tzina; Durch M. Adamum Olearium, Ascanium Saxonem, Fürstl: Schleßwig=Holsteinischen Hoff-mathemat."
32,Z114815607,http://data.onb.ac.at/ABO/+Z114815607,AC08918860,1672,TravelogueD17 Orient; TravelogueD17 Europa Asien,"Caesarea Legatio, quam mandante Imp. Leopoldo I. ad Portam Ottomannicam suscepit, perfecitque Walterus Comes de Leslie",Keiserliche Botschafft an die Ottomannische Pforte/ welche/ auf Befehl Jhrer Röm. Keis. Maj. Leopoldus des I. der Hochgebohrne Herr Herr Walter Leßlie des H. R. Reichs Graf/ Herr zu Pettau und Neustadt ob der Mettau/ K. M. geh. und Hof=Krigs=Raht/ Feldmarschall/ und über die Windisch= und Sclavonischen Gränzen General/ glüklich verrichtet; Anfangs in Lateinischer Sprache von P. Paul Tafernern/ Jesuitern/ und Hoch=Gräflichen Reise=Kapellan aus eigener Erfahrung beschrieben/ nunmehro aber Dem Teutschliebenden Leser zum besten verteutschet durch B. Z. v. W.
32,Z260071701,http://data.onb.ac.at/ABO/+Z260071701,AC14493767,1681,TravelogueD17 Europa Asien; TravelogueD17 Orient,"Voyage d'Italie, de Dalmatie, de Grèce et du Levant; 1678","Jtaliänische/ Dalmatische/ Griechische und Orientalische Reise=Beschreibung; Worinn Allerhand merkwürdige/ vormals in Europa unbekannte/ Antiquitäten/ enthalten/ Welche Jacob Spon und Georgius Wheler, Englischer von Adel/ Als sie obbenannte Lande/ im Jahre 1675 und 1676 durchreiset/ fleissig zusammen getragen/ und der Welt/ zu nützlicher Nachricht/ in den Druck befördert; Anjetzo aber aus dem Französischen ins Teutsche übersetzt durch F. Menudier/ deß Hochfürstl. Bayreuth. Collegii Christian-Ernestini Prof. Publ."
32,Z202942703,http://data.onb.ac.at/ABO/+Z202942703,AC09750783,1664,TravelogueD17 Asien Europa; TravelogueD17 Orient,Legationis Turcicae epistolae quatuor; 1589,<<Augerii Gislenii von Busbeck>> Vier Sendschreiben der Türkischen Bottschaft/ welche von dem Röm. Keyser Ferdinand dem I. an Solimann/ damaligen Türkischen Keyser ihm aufgetragen worden:; Darinnen viel politische Lehren/ lustige Geschichte/ philosophische Discursen/ und was sich sonst denkwürdiges zugetragen/ ordentlich verfasst. Denen beygefüget eine Beschreibung seiner absonderlichen Reis/ von Constantinopel nach Amasien: Ein Bedenken von Anstellung und Fortsetzung des Türkenkriegs: Samt des Türkischen Abgesandten Relation/ in Frankfurth vor den Reichsständen. Alles aus dem Lateinischen geteutschet/ mit schönen Kupfern/ Türkischer Landkarte/ nothwendigen Anmerkungen und Register geziert/ und verbessert
32,Z165708902,http://data.onb.ac.at/ABO/+Z165708902,AC07794617,1672,TravelogueD17 Asien,,"<<Johann Jacob Saars/>> Ost-Jndianische Funfzehen=Jährige Kriegs=Dienste/; Und Wahrhafftige Beschreibung/ Was sich Zeit solcher funfzehen Jahr/ von Anno Christi 1644, biß Anno Christi 1659. zur See/ und zu Land/ in offentlichen Treffen/ in Belägerungen/ in Stürmen/ in Eroberungen/ Portugäsen/ und Heydnischer/ Plätze und Städte/ in Marchirn, in Quartirn, mit Jhm/ und andern Seinen Camerades begeben habe/ am allermeinsten auff der grossen/ und herrlichen/ Jnsul Ceilon. Zum andern mahl heraus gegeben/ Und mit vielen denckwürdigen Notis oder Anmerckungen/ wie auch Kupfferstücken/ vermehret/ und gezieret"
32,Z184092300,http://data.onb.ac.at/ABO/+Z184092300,AC10222520,1666,TravelogueD17 Europa,,"Itinerarium Thalassicum Das ist: Newe Raiß= und Meers=Beschreibung; Darinnen die Raiß und Seefahrten von der Stadt Steyr auß/ durch Teutsch= und Ungar=Land/ in Italiam, und anderen Ländern; Wie auch deren Städt/ vornembste Palatia, Vestungen/ und unter Weg liegenden Flecken/ von Meilen zu Meilen/ sambt ihrer Gelegenheit und anderer Orthen: Was sich auch Denckwürdiges auf der Venetianischen Seefahrt und zu Land/ ietzt und vorhero zugetragen; Benebenst mit etlichen Kupfferstucken/ und schönen Historien/ und etlicher Orthen Urhebung und Anfang; gründlich beschrieben/ und kürtzlich verfasst hat Matthias Puel/ T. P. M. V."
32,Z183205603,http://data.onb.ac.at/ABO/+Z183205603,AC10424732,1664,TravelogueD17 Orient; TravelogueD17 Europa Afrika Asien,,Türkischer Landstürtzer/ oder: Neue Beschreibung Der fürnehmsten/ Türkischen Städte/ und Vestungen/ durch Ungarn/ Thracien/ und Egypten:; Darinnen nicht allein Gran/ Ofen/ Griechisch=Weissenburg/ Sophia/ Philippolis/ Adrianopel/ Constantinopel/ Galata/ Alexandrien/ Alkair/ samt andern ausführlich beschrieben: Sondern auch allerley berühmte Flüsse/ Brucken/ Seehäfen/ Meerklippen/ Berge/ Schlösser/ Thürne/ Gefängnisse/ Tempel( Spitäle/ Begräbnisse/ Bäder/ Brunnen/ Strassen/ Märkte/ Ehrenseulen/ und dergleichen Denckwürdigkeiten/ mit Fleiß bemerket werden. Wie solches alles Christian von Wallsdorff/ Als welcher im Jahr 1660 in der Ragotzischen Schlacht bey Clausenburg gefangen/ in dir Türkey verkaufft/ und bald wieder ausgelöset worden/ auf seinerdreyjährigen Reiserfahren/ und in seiner Türkischen Pilgramschafft glaubwürdig verzeichnet. Sambt einem Anhang/ Derer bey S. Gotthard und Levenitz beschehenen harten Treffen/ von hoher und gewisser Hand/ ausführlicher berichtet
32,Z203393302,http://data.onb.ac.at/ABO/+Z203393302,AC09934618,1678,TravelogueD17 Orient; TravelogueD17 Europa Asien,"Cesta z království českého do Benátek, odtud do země svaté, země judské a dále do Egypta, a potom na horu Oreb, Sinai a sv. Kateřiny v pusté Arabii; 1608",<<Der>> Christliche Ulysses/ Oder Weit=versuchte Cavallier/ Fürgestellt Jn der Denckwürdigen Bereisung So wol deß Heiligen Landes/ Als vieler andrer morgenländischer Provintzen/ Landschafften/ und berühmter Städte:; Welche/ mit sonderbarer Curiosität und klüglicher Bemerckung aller solcher fremden Oerter und Einwohner manchfaltigen wunderseltsamen Gebräuchen/ Sitten/ Natur= und Eigenschafften/ wie auch andrer Denck= und Schauwürdigkeiten/ der/ zwar lang allbereit in GOtt ruhende/ Wolgeborne Herr Herr Christoph Harant/ Freyherr von Polschiz und Weseriz auf Pezka/ etc. Jhro Röm. Käiserl. Majestät Raht und Kämmerer/ etc. im Jahr 1598. rühmlich vollenbracht; auch alle Begebenheiten/ Vorfälle/ und Anmerckungen derselben/ in eine Zweygetheilte Historische Erzehlung/ aus eigener augenscheinender Erfahrung verfaßt/ und/ nebst Beyfügung mancher schönen zur Erläuterung dienender Figuren/ anfangs selbst in Böhmischer Sprache/ ordentlich/ glaub= und grundrichtig beschrieben; Folgends hernach aber dessen leiblicher Herr Bruder/ Der Wolgeborne Herr Herr Johann Georg Harant/ etc. im Jahr 1638. aufs fleissigste geteutschet: Und nunmehro endlich Durch Mich Christoph Wilhelm Harant/ Freyherr von Polschiz und Weseriz/ Herr zu Stöckach/ Jhro Römischen Käiserl. Majestät würcklicher Kämmerer/ General Feld=Wachtmeister/ und Obrister über ein Regiment Kürassierer/ zur Ergetzung deß Teutschen Lesers/ zum Druck befördert
32,Z155909002,http://data.onb.ac.at/ABO/+Z155909002,AC10452705,1686,TravelogueD17 Asien,,<<Joh. Sigmund Wurffbains>> Vierzehen Jährige Ost=Jndianische Krieg= und Ober=Kauffmanns=Dienste/ Jn einem richtig geführten Journal- und Tage=Buch; Jn welchem Viel Denckwürdige Begebenheiten/ wohlbeglaubte Erzehlungen/ fern entlegener Länder und dero Einwohner annehmliche Beschreibungen/ ausländischer Gewächse und Thiere deutliche Erklärungen/ samt vielen in Handlungs=Sachen dienlichen Wichtigkeiten vorgestellt werden; Auff vielfältig und offt wiederholtes Begehren mit unterschiedlichen Kupffern gezieret/ endlich an den Tag gelegt Von J. P. W. D.
32,Z162737502,http://data.onb.ac.at/ABO/+Z162737502,AC15256872,1681,TravelogueD17 Asien; TravelogueD17 Orient,"Six Voyages en Turquie, en Perse, et aux Indes; http://viaf.org/viaf/3021148574265424430001","<<Herrn Johann Baptisten Taverniers/ Freyherrns von Aubonne/>> Vierzig=Jährige Reise=Beschreibung; Worinnen dessen/ durch Türkey/ Persien/ Jndien/ und noch mehr anderer Oerter/ höchst=löblichst=vollbrachte sechsmalige Länder=Reise/ Benebenst der eigentlichen und wahren Beschaffenheit selbiger mächtigen Königreiche Religion/Regiment/ der Jnnwohner Natur/ Sitten und Gewonheit/ Handel und Gewerb ; ingleichen der allda gangbaren Münze/ Maß/ Gewicht/ und deren Werth/ ausführlichst verzeichnet/ durch accurate Kupfer auf das genueste abgebildet/ und/ Jn Dreyen Theilen/ Samt einer Relation/ von ausführlicher Beschaffenheit deß Serrails oder Türkischen Palasts vorgestellet. Auch noch über diß/ statt eines höchst=nutzlichen Anhangs/ beygefüget wird Jacob Spons/ Med. Doctoris, Curieuse Reise, durch Jtalien/ Dalmatien/ Griechen= und Morgenland; Alles/ Teutscher Nation zu Liebe/ Nutz und Ergötzung/ aus dem Französischen in das Teutsche treulichst übergetragen/ und zum Druck befördert/ durch J. Menudier/ deß Hoch=Fürstl. Bayreuthischen Collegii Christian-Ernestini Prof. Publ."
33,Z168355202,http://data.onb.ac.at/ABO/+Z168355202,AC05861699,1617,TravelogueD17 Nordamerika,<<A>> description of New England; 1616,Viertzehende Schiffart/ Oder Gründliche vnd warhaffte Beschreibung deß Neuwen Engellandts/ einer Landschafft in NordtJndien/ eines Theils in America/ vnter dem Capitein Johann Schmidt/ Rittern/ Admiral derselben Landtschafft/ auch dem glücklichen Fortgang so er mit Sechs Schiffen deren Orts gehabt; Beneben einem kurtzen Discurß/ wie es jhme auff der Reise ergangen/ von den Frantzosen gefangen/ vnd der Gefängnuß erlediget/ vnnd wie es jtzo daselbst beschaffen/ alles nechst abgelauffenen 1616. Jahrs. Durch einen Liebhaber der Historien auß dem Englischen in Hoch Teutsch versetzt
33,Z255419501,http://data.onb.ac.at/ABO/+Z255419501,AC08826003,1693,TravelogueD17 Nordamerika,"<<The>> English-american, his travail by sea and land; 1648","<<Thomas Gage>> Neue merckwürdige Reise=Beschreibung Nach Neu=Spanien/; Was ihm daselbst seltsames begegnet / und wie er durch die Provintz Nicaragua wider zurück nach der Havana gekehret ; Jn welcher zu finden ist Ein ausführlicher Bericht von der Stadt Mexico, wie selbte so wol vor Alters gewesen/ als auch wie sie ietzo beschaffen sey: Jngleichen Eine vollkommene Beschreibung aller Länder und Provinzen/ welche die Spanier in gantz America besitzen; von ihrem Kirchen= und Policey:Regiment: ihrem Handel: wie auch von ihren und der Criollen, Mestisen, Mularen, Jndianer und Schwartzen/ Sitten und Lebens=Art. Deme allem zum Beschluß noch beygefüget ist Ein kurtzer Unterricht von der Poconchischen oder Pocomanischen Sprache. Aus dem Frantzösischen ins Deutsche übersetzt"
33,Z257382001,http://data.onb.ac.at/ABO/+Z257382001,AC08171604,1676,TravelogueD17 Asien,Oost-Indische Voyagie; 1676,"Ost-Jndische REyse:; Worin erzehlt wird Viel gedenckwürdiges/ und ungemeine seltzame Sachen/ bluhtige See= und Feld-schlachten/ wieder die Portugisen und Makasser; Belägerungen/ Bestürmungen/ und Eroberungen vieler fürnehmer Städte und Schlösser. Wie auch Eine eigendliche Beschreibung der fürnehmsten Ost-Jndischen Landschaften/ Königreiche/ Jnseln und Städte; Jhre Gesetze/ Sitten/ Religion, Kleidung; Jtem: der Tiere/ Früchte und Gewächse/ ec. Zugleich Eine ausführliche Erzehlung/ was sich in der gefährlichen Zurückreise nach Holland/ zwischen den Ost-Jndischen Retour-Schiffen/ und den Engelländern, im Jahr 1665. in der Stadt Bergen in Norwegen/ wie auch in der Nord-See/ merckenswürdiges zugetragen hat; Alles beschrieben durch Mster Walter Schultzen, von Harlem. Nebenst noch Dem gefährlichen Schiffbruch des Jagt-Schifs/ ter schelling genant; Von Frantz Janß. von der Heyde/ aufgezeichnet. Mit vielen kunstreichen Figuren geziert. Und Aus dem Niederländischen ins Hochteutsche übergesetzet durch J. D."
33,Z168355305,http://data.onb.ac.at/ABO/+Z168355305,AC05861706,1617,TravelogueD17 Orient; TravelogueD17 Asien,<<A>> True and almost incredible report of an Englishman; 1612,"Fünffzehende Schiffart: Warhafftiger vnd zuvor nie erhörter Bericht eines Engelischen/ welcher mit einem Schiff/ die Auffart genandt/ in Cambaia, dem eussersten Theil OstJndien/ Schiffbruch gelidden/ zu Landt durch vnbekandte Königreich gereiset/ derselben Königreich Stätt/ Landts vnd Kauffhandels erzehlung; Sampt einer Glaubwürdigen offenbarung deß Großmächtigen Keysers/ der grosse Mogul genandt/ etc. vnter Capitein Robert Coverte. Durch einen Liebhaber der Historien auß dem Englischen in Hochteutsch vbergesetzt"
33,Z255414503,http://data.onb.ac.at/ABO/+Z255414503,AC15353946,1671,TravelogueD17 Afrika Asien Europa; TravelogueD17 Orient,Peregrinaçam; (DE-588)4482978-4,"Wunderbarliche und Merkwürdige Rejsen Ferdinandi Mendez Pinto,; Welche er innerhalb ein und zwantzig Jahren/ durch Europa, Asia, und Africa, und deren Königreiche und Länder; als Abyssina, China, Japon, Tartarey, Siam, Calaminham, Pegu, Martabane, Bengale, Brama, Ormus, Batas, Queda, Aru, Pan, Ainan, Calempluy, Cauchenchina, und andere Oerter verrichtet. Darin er beschreibet Die ihm zu Waßer und Land zugestoßene große Noht und Gefahr ; wie er nehmlich sey dreyzehnmahl gefangen genommen und siebenzehnmahl verkaufft worden ; auch vielfältigen Schiffbruch erlitten habe: Dabey zugleich befindlich eine gar genaue Erntwerfung der Wunder und Raritäten erwehnter Länder; der Gesetze/ Sitten/ und Gewohnheiten derselben Volker; und der große Macht und Heeres=kraft der Einwohner. Nun erst ins Hochteutsche übersetzet/ und mit unterschiedlichen Kupferstükken gezieret"
33,Z164171807,http://data.onb.ac.at/ABO/+Z164171807,AC10472190,1669,TravelogueD17 Asien,"<<Het>> gesantschap der Neerlandtschap Oostindische Compagnie aan den Tartarische Cham, tegenwoordigen keizer van China; 1665",<<Die>> Gesantschaft der Ost=Jndischen Geselschaft in den Vereinigten Niederländern/ an den Tartarischen Cham/ und nunmehr auch Sinischen Keyser/ Verrichtet durch die Herren Peter de Gojern/ und Jacob Keisern; Darinnen begriffen Die aller märckwürdigste sachen/ welche ihnen/ auf währender reyse vom 1655. Jahre bis in das 1657. aufgestoßen. Wie auch Eine wahrhaftige Beschreibung der fürnehmsten Städte/ Flecken/ Dörfer/ und Götzenheuser der Siner ; ja selbsten ihrer Herrschaften/ Götzendienste/ Obrigkeiten/ Satzungen/ Sitten/ Wissenschaften/ Vermögenheit/ Reichthümer/ Trachten/ Tiere/ Früchte/ Berge/ und dergleichen. Welches alles mit 150. Kupfferstücken/ darinnen die fürnehmsten sachen/ sehr ahrtig und künstlich abgebildet/ gezieret; Sämptlich durch den Herrn Johan Neuhof/ damahligen der Gesandtschaft Hofmeistern/ und jetzund Statthaltern in Koilan. Jtzund zum zweiten mahle hier und dar verbessert/ und um ein guhtes theil vermehret/ heraus gegeben
33,Z168352602,http://data.onb.ac.at/ABO/+Z168352602,AC13797150,1648,TravelogueD17 Orient; TravelogueD17 Asien,<<A>> True and almost incredible report of an Englishman; 1612,"Fünffzehende Schiffart. Warhafftiger vnd zuvor nie erhörter Bericht eines Engelischen/ welcher mit einem Schiff/ die Auffart genandt/ in Cambaia, dem eussersten Theil OstJndien/ Schiffbruch gelitten/ zu Landt durch vnbekandte Königreich gereiset/ derselben Königreich Stätt/ Landts vnd Kauffhandels Erzehlung; Sampt einer Glaubwürdigen Offenbarung deß Großmächtigen Keysers/ der grossen Mogoll genand/ etc.; vnter Capitein Robert Coverte. Durch einen Liebhaber der Historien auß dem Englischen in Hochteutsch vbersetzt"
33,Z159215904,http://data.onb.ac.at/ABO/+Z159215904,AC10115728,1671,TravelogueD17 Europa Asien Afrika; TravelogueD17 Orient,Peregrinaçam; (DE-588)4482978-4,"Wunderbarliche und Merckwürdige Rejsen Ferdinandi Mendez Pinto,; Welche er in[n]erhalb ein und zwantzig Jahren/ durch Europa, Asia, und Africa, und deren Königreiche und Länder; als Abyssina, China, Japon, Tartarey, Siam, Calaminham, Pegu, Martabane, Bengale, Brama, Ormus, Batas, Queda, Aru, Pan, Ainan, Calempluy, Cauchenchina, und andere Oerter verrichtet. Darinnen er beschreibet Wie ihme zu Wasser und Land zugestossene grosse Noht und Gefahr  ; wie er nemblich sey dreyzehnmal gefangen genommen und siebenzehnmal verkaufft worden; auch vielfältigen Schiffbruch erlitten habe: Dabey zugleich befindlich eine gar genaue Entwerffung der Wunder und Raritäten erwehnter Länder ; der Gesetze/ Sitten/ und Gewohnheiten derselben Völcker: und der grosse Macht und Heeres=Krafft der Einwohner. Nun erst ins Hochteutsche übersetzet/ und mit unterschiedlichen Kupferstükken gezieret"
33,Z16835250X,http://data.onb.ac.at/ABO/+Z16835250X,AC13796373,1628,TravelogueD17 Nordamerika,<<A>> description of New England; 1616,Viertzehende Schiffart/ Oder Gründliche vnd warhaffte Beschreibung deß Newen Engellands/ einer Landschafft in NordtJndien/ eines Theils in America/ vnter dem Capitein Johann Schmidt/ Rittern/ Admiral derselben Landschafft/ auch dem glücklichen Fortgang so er mit Sechs Schiffen deren Orts gehabt; Beneben einem kurtzen Discurs/ wie es jhme auff der Reise ergangen/ von den Frantzosen gefangen/ vnd der Gefängnuß erlediget/ vnd wie es jetzo daselbst beschaffen/ alles nechst abgelauffenen 1616. Jahrs. Durch einen Liebhaber der Historien auß dem Englischen in HochTeutsch versetzt
33,Z168352407,http://data.onb.ac.at/ABO/+Z168352407,AC05861683,1617,TravelogueD17 Nordamerika,<<A>> true discourse of the present estate of Virginia; 1615,"Dreyzehende Schiffahrt Darinnen Ein Warhafftiger und gründtlicher Bericht/ von dem jtzigen Zustandt der Landtschafft Virginien; Auch wie nunmehr der Friede mit den Jndianern beschlossen: Vnd wie etliche Städte vnd Vestunge alda zum Schutz der Landts von den Engelischen auffgebawet worden; Sampt Einer Relation, wie König Powhatans in Virginien Tochter/ Pocahuntas genant/ Christlichen getaufft vn[d] mit einem Englischen verheurahtet worden/ sehr anmütig zu lesen/ etc.; Erstlichen in Engelischer Sprach durch Raphe Hamor , &c. Secretarium daselbst beschrieben/ auß deren/ durch einen Liebhaber der Historien, in Teutsch übergesetzt"
34,Z168352705,http://data.onb.ac.at/ABO/+Z168352705,AC05861716,1619,TravelogueD17 Afrika Asien Südamerika Ozeanien,"Journael ofte beschryvinghe van de wonderlicke reyse, ghedaen door Will Cornelisz Schouten van Hoorn, inde jaren 1615, 1616 en 1617; 1618","<<Die>> sechzehende Schifffahrt. Journal/ Oder Beschreibung der wunderbaren Reise Wilhelm Schouten auß Hollandt/ im Jahr 1615. 16. vnd 17.; Darinnen er eine neuwe Durchfahrt neben dem Freto Magellanico, welche bißhero noch vnbekannt gewesen/ in die Suyd See entdeckt. Beneben erzehlung/ was für Land/ Jnsuln/ Leut/ allda gefunden/ vnd sich sonsten auff der Reise in der Suyd See zugetragen. Mit schönen LandCharten/ vnd Kupfferstücken erklärt"
34,Z168353308,http://data.onb.ac.at/ABO/+Z168353308,AC14472243,1632,TravelogueD17 Europa,"Eygentliche unnd außführliche Beschreibung der Reyse, welche ... Georg Wilhelm und Ludwig Wilhelm, Gebrüdere von Streitberg zu Ahorn ... nach der ... Insel Malta gethan","<<Die>> drey vnd zwantzigste Schiffahrt/ Eygentliche vnnd außführliche Beschreibung der Reyse/ welche die Woledelgeborne/ Gestrenge vnd Veste/  Georg Wilhelm vnd Ludwig Wilhelm/ Gebrüdere von Streitberg zu Ahorn/ Sachsengrün/ Caulsdorff/ Schernegg vnd  Gattendorff/ etc. vnd Johann Hieronymus Marschalck von Ebeneth/ zu Frensdorff vnd Weingartsgreutt/ etc. nach der weitberümten Christlichen Helden Jnsel Malta, gethan:; Beschrieben vnd an Tag gegeben durch Johann Friedrich Breithaupt"
