Spalte1,Systemnummer,MMS-ID,Volltext,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Druckort normiert ; GND-ID,Verlagsort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr normiert,Kollation,Illustrationen,Format,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Spalte2,Inhalt,Enthaltenen Werke,Schlagworte,Marker,Signatur,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Kollation2,4,Barcode,Spalte3,Spalte4,Spalte5
23,AC05861593,990057667150603338,http://data.onb.ac.at/ABO/%2BZ168355007,"Verken, Johann; (DE-588)127981411","Kurtze Beschreibung einer Reise, so von den Holländern und Seeländern, in die OstIndien, mit neun grossen und vier kleinen Jagschiffen, under der Admiralschafft Peter Wilhelm Verhuffen, [et]c. in den Jahren 1607. 1608. und 109. verrichtet worden",Schiffart; 11,Eylffte Schiffart/ Oder Kurtze Beschreibung einer Reyse/ so von den Holländern vnd Seeländern/ in die Ost Jndien/ mit neun grossen vnd vier kleinen Jagschiffen/ vnder der Admiralschafft Peter Wilhelm Verhuffen/ &c. in Jahren 1607. 1608. vnd 1609. verrichtet worden/ neben vermeldung/ was jhnen sonderlich begegnet sey; Auß kurtzer Verzeichnuß Johann Verkens von Leiptzig zusammen gebracht/ vnd an Tag geben,,,Gedruckt zu Franckfurt am Mayn,Frankfurt am Main; (DE-588)4018118-2,Frankfurt am Main; (DE-588)4018118-2,bey Erasmo Kempffern Jn Verlegung Leuini Hulsii Wittibe,"Hulsius, Maria; (DE-588)1174910941","Kempfer, Erasmus; (DE-588)1037504186",Jm Jahr 1612,1612,"102 Seiten, 6 ungezählte Blätter Bildtafeln",6 Illustrationen,4°,ger,,,VD17 32:628856H,,,,,,,,,Reisebericht,,,,"Reise; Ostindien; Geschichte 1607-1609; Verhoeff, Peter Willemsz; Schiffsreise",TravelogueD17 Afrika Asien,393587-B MAG,"Die Illustrationen umfassen ein Titelkupfer, Kupferstichillustrationen. - Vignetten und Initialen im Text ", Bibliografischer Nachweis: VD17 32:628856H. - Bericht auf Grundlage des Berichtes von Johann Verken (Bearbeitung),,,,Z168355007,,,
24,AC13795358,990051196890603338,http://data.onb.ac.at/ABO/%2BZ168352109,"Verken, Johann; (DE-588)127981411","Kurtze Beschreibung einer Reise, so von den Holländern und Seeländern, in die OstIndien, mit neun grossen und vier kleinen Jagschiffen, under der Admiralschafft Peter Wilhelm Verhuffen, [et]c. in den Jahren 1607. 1608. und 109. verrichtet worden",Schiffart; 11,Eylffte Schiffart/ Oder Kurtze Beschreibung einer Reyse/ so von den Holländern und Seeländern/ in die OstJndien/ mit neun grossen vnd vier kleinen Jagschiffen/ vnder der Admiralschafft Peter Wilhelm Verhuffen/ [et]c. in den Jahren 1607. 1608. vnd 109. verrichtet worden/ neben vermeldung/ was ihnen sonderlich begegnet sey; Auß kurtzer Verzeichnuß Johann Verkens von Leipzig zusammen gebracht/ vnd an Tag geben,,Jetzo zum andern mahl wiederumb auffgelegt,Gedruckt zu Franckfurt am Mayn,Frankfurt am Main; (DE-588)4018118-2,Frankfurt am Main; (DE-588)4018118-2,bey Hartmanno Palthenio;Jn Verlegung der Hulsischen,"Hulsius, Friedrich <<van>>; (DE-588)123645336","Palthenius, Hartmann; (DE-588)1037516532",1623,1623,"96 Seiten, 7 ungezählte Blätter Bildtafeln",7 Illustrationen,4°,ger,dut,Aus dem Niederländischen übersetzt,VD17 23:299715N,,,,,,,,,Reisebericht,,,,Forschungsreise; Ostindien; Geschichte 1607-1609,TravelogueD17 Asien,"568641-B.2,11,1 MAG","Die Illustrationen sind 1 illustrierender Titelkupfer (signiert I. G.), 6 Kupferstichillustrationen. - Vignetten und Initialen im Text ", Bibliografischer Nachweis: VD17 23:299715N. - Bearbeitung eines Werkes von Johann Verken , Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Gedruckt zu Franckfurt am Mayn/ bey Hartmanno Palthenio/ Jn Verlegung der Hulsischen/ Anno M. DC. XXIII. , Signaturformel: A-M4,,Z168352109,,,
25,AC05861612,990051197000603338,http://data.onb.ac.at/ABO/%2BZ168352201,"Verken, Johann; (DE-588)127981411","Kurtzer Verfolg und Continuirung der Reise, so von den Holl- und Seeländern in die OstIndien mit neun grossen und vier kleinen Schiffen vom 1607. biß in das 1612. Jahr, unter der Admiralschafft Peter Wilhelm Verhuffen verrichtet worden","Schiffart; 11,2",Eylffte Schiffart ander Theil/ Oder Kurtzer Verfolg vnd Continuirung der Reyse/ so von den Holl= vnd Seeländern in die OstJndien mit neun grossen vnd vier kleinen Schiffen vom 1607. biß in das 1612. Jahr/ vnter der Admiralschafft Peter Wilhelm Verhuffen verrichtet worden/ beneben etlichen Collpquien vnd Gesprechen/ in Teutscher/ Malaischer vnd Madagascarischer Sprach beschrieben/ allem so der Ost Jndianischen Reyse sich gebrauchen/ fast nutz vnd nothwendig zu lesen/ etc. Auß kurtzer Verzeichnus Johann Verkens von Leipzig/ zusamen gebracht vnd an Tag geben/ durch M. G. A. D,,,Gedruckt zu Franckfurt am Mayn,Frankfurt am Main; (DE-588)4018118-2,Frankfurt am Main; (DE-588)4018118-2,bey Erasmo Kempffer;Jn verlegung Levini Hvlsii seligen Wittiben,"Hulsius, Maria; (DE-588)1174910941","Kempfer, Erasmus; (DE-588)1037504186",M. DC. XIII.,1613,"167 Seiten, 4 ungezählte gefaltete Blätter Bildtafeln, 6 ungezählte Blätter Bildtafeln","5 Illustrationen, 5 Karten",4°,ger,dut,Aus dem Niederländischen übersetzt,VD17 23:237388F,,"Arthus, Gotthard; (DE-588)122266943",,"Schellenberg, Johann",,,"Schellenberg, Johann","Verken, Johann; (DE-588)127981411",Reisebericht,,,,"Reise; Schiffsreise; Indonesien; Geschichte 1607-1612; Verhoeff, Peter Willemsz; Ostindien",TravelogueD17 Afrika Asien,"568641-B.2,11,2 MAG","Die Illustrationen sind 1 illustrierender Titelkupfer (signiert I. G.), 5 Kupferstich-Karten, 4 Kupferstichillustrationen. - Vignetten, Zierleisten und Initialen im Text : Gedruckte Marginalien ", Bibliografischer Nachweis: VD17 23:237388F. - Bearbeitung eines Werkes von Johann Verken , Seite 3-4: Lateinisches Widmungsgedicht des Johann Schellenberg an den Verfasser Johann Verken. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Gedruckt zu Franckfurt am Mayn/ bey Erasmo Kempffer/ Jn verlegung Levini Hvlsii seligen Wittiben. M. DC. XIII.,,,Z168352201,,,
60,AC11093749,990044011760603338,http://data.onb.ac.at/ABO/%2BZ185144800,"Verken, Johann; (DE-588)127981411","Kurtzer Verfolg und Continuirung der Reise, so von den Holl- und Seeländern in die OstIndien mit neun grossen und vier kleinen Schiffen vom 1607. biß in das 1612. Jahr, unter der Admiralschafft Peter Wilhelm Verhuffen verrichtet worden","[India orientalis]; 9,2",Continvatio Oder Ergäntzung deß neundten Theils der Orientalischen Jndien/ Das ist/ Kurtze Continuirung/ Verfolg vnd Ergäntzung der vorigen Reyse/ so von den Holl= vnd Seeländern mit neun grossen vnd vier kleinen Schiffen vnter der Admiralschafft Peter Willhelm Verheiffen/ in die Orientalische Jndien von 1607. biß in das 1612. Jahr verricht worden.; Darinn kürtzlich vermeldet wirdt/ was jnen ferner zu Lande vnd zu Wasser widerfahren vnd zu handen gangen; Auß Kurtzer Verzeichnuß Johann Verkens in Hochteutscher Sprach beschrieben Durch M. Gothardt Arthußen von Dantzig. Mit schönen Kupfferstücken gezieret Durch Johann=Theodor de Bry,,,Gedruckt zu Franckfurt am Mayn,,Frankfurt am Main; (DE-588)4018118-2,durch Matthias Beckers seligen Wittib;Jn Verlegung Johann=Theodor de Bry,"Bry, Johann Theodor <<de>>; (DE-588)11851640X","Becker, Matthias Witwe",1613,1613,"35 Seiten, 2 ungezählte Seiten, V Blätter",6 Illustrationen,2°,ger,dut,Aus dem Niederländischen übersetzt von Gotthart Arthus,VD17 14:633333B,,,"Arthus, Gotthard; (DE-588)122266943",,,,,,Reisebericht,,,,"Entdeckungsreise;Reisebericht;Ostindien;Schiffsreise; Verhoeff, Pieter Willemszoon; Ostindien; Geschichte 1607-1612; Molukken",TravelogueD17 Asien,"77.C.31.(Vol.9,2) PRUNK","Die Illustrationen sind 1 Kupferstich-Illustration (Karte?) auf dem Titelblatt, 5 Kupferstich-Illustrationen. - Holzschnitt-Vignetten und Initialen im Text. - Gedruckte Marginalien "," Bibliografischer Nachweis: Groesen (2008), Nr. 129 ", Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Gedruckt zu Franckfurt am Mayn/ durch Matthias Beckers seligen Wittib/ Jn Verlegung Johann=Theodor de Bry. M. DC. XIII. ," Signaturformel: A-C4, D6",,Z185144800,,,
198,AC10405921,990035739380603338,http://data.onb.ac.at/ABO/%2BZ170738205,"Villiger, Peter; (DE-588)130413771",,,Bilgerfahrt vnd Beschreibung der Hierusolomitanischen Reiß in das heylig Land/ vnnd deren Prouintzen Palestina/ wie es zu jetziger Zeit beschaffen/; w[a]z noch an Antiquiteten/ an allen vnd jeden H: Oertern vn[d] sonsten zusehen. Daneben ein schöne Lehr vnnd Vnderweisung eines Christlichen Bilgers/ so sich auff solche Reiß begeben will/ wie er die anfahen/ auch sich auff der Straß verhalten/ vnd für wem er sich fürzusehen vnd zuhieten hat/ etc. Welche Reiß der ehrwürdig/ geistlich vnd wolgelehrt Herr Petrus Villinger/ weilund Pfarherrn zu Art/ inn der Eidgenoschafft oder Schweitzerland/ An[n]o 1565. fürgenommen vnd dan[n] 1568. vollendet/ vnd nachmals selbst beschriben. Neben Vermeldung deß erlitnen erschröcklichen Schiffbruchs/ jämerlichen/ langwirigen Gefencknus/ vnd ellender Peinigung vnd Todts seiner Mittbrüder. Vnd letstlich von seiner glücklichen Erledigung/ etc.,,,Getruckt zu Costantz am Bodensee,Konstanz; (DE-588)4032215-4,Konstanz; (DE-588)4032215-4,bey Nicolao Kalt,"Kalt, Nikolaus; (DE-588)104187786","Kalt, Nikolaus; (DE-588)104187786",1603,1603,"20 ungezählte Seiten, 183 Seiten",,4°,ger,,,VD17 23:235915M,,,,"Schmid, Peter",,,"Schmid, Peter","Reding, Rudolf von Biberegg; Reding, Georg; (DE-588)124792707",Reisebericht,,,,Jerusalem; Wallfahrt; Geschichte 1565-1568; Naher Osten,TravelogueD17 Orient; TravelogueD17  Asien Europa,51.G.30* PRUNK,Kein illustrierender Inhalt. - Titelblatt in Rot- und Schwarzdruck mit Holzschnitt-Einfassung ; Holzschnitt-Vignetten und Initialen im Text ; Gedruckte Marginalien ," Bibliografischer Nachweis: VD17 23:235915M ; Tobler, Bibliographia Geographica Palaestinae, S. 78 ; Yerasimos (1991), S. 275 "," Blatt A2a-A4a: Widmungsvorrede des Peter Schmid an Rudolf Reding, Datum 1603. - Blatt A4b-A10b: Widmungsvorrede des Verfassers Peter Villinger an Georg Reding, Datum 11.12.1570. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Cum Licentia Superiorum. Getruckt zu Costantz am Bodensee/ bey Nicolao Kalt. M. DC. III. "," Signaturformel: A10, B-Z4, Aa4",,Z170738205,,,
200,AC10424732,990035931210603338,http://data.onb.ac.at/ABO/%2BZ183205603;http://data.onb.ac.at/ABO/%2BZ221627905,"Wallsdorf, Christian <<von>>; (DE-588)124340067",,,Türkischer Landstürtzer/ oder: Neue Beschreibung Der fürnehmsten/ Türkischen Städte/ und Vestungen/ durch Ungarn/ Thracien/ und Egypten:; Darinnen nicht allein Gran/ Ofen/ Griechisch=Weissenburg/ Sophia/ Philippolis/ Adrianopel/ Constantinopel/ Galata/ Alexandrien/ Alkair/ samt andern ausführlich beschrieben: Sondern auch allerley berühmte Flüsse/ Brucken/ Seehäfen/ Meerklippen/ Berge/ Schlösser/ Thürne/ Gefängnisse/ Tempel( Spitäle/ Begräbnisse/ Bäder/ Brunnen/ Strassen/ Märkte/ Ehrenseulen/ und dergleichen Denckwürdigkeiten/ mit Fleiß bemerket werden. Wie solches alles Christian von Wallsdorff/ Als welcher im Jahr 1660 in der Ragotzischen Schlacht bey Clausenburg gefangen/ in dir Türkey verkaufft/ und bald wieder ausgelöset worden/ auf seinerdreyjährigen Reiserfahren/ und in seiner Türkischen Pilgramschafft glaubwürdig verzeichnet. Sambt einem Anhang/ Derer bey S. Gotthard und Levenitz beschehenen harten Treffen/ von hoher und gewisser Hand/ ausführlicher berichtet,,,[Ohne Ort],,,,,,1664,1664,"2 ungezählte Seiten, 36 Seiten, 1 ungezähltes Blatt Bildtafel",1 Illustration,4°,ger,,,VD17 23:235878T,,,,,,,,,Reisebericht; Erlebnisbericht,,,,Türkei; Gefangenschaft; Reise; Südosteuropa; Ungarn; Ägypten; Geschichte 1660-; Konstantinopel; Osmanisches Reich; Orient,TravelogueD17 Orient; TravelogueD17 Europa Afrika Asien,41899-B MAG,Die Illustration ist ein Kupfertitel. - Holzschnitt-Vignetten und Initialen ," Bibliografischer Nachweis: VD17 23:235878T ; Kainbacher, Erforschung Afrikas, S. 499 ", Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Erstlich gedruckt im Herbst=Monat/ 1664. , Signaturformel: A-E4,,Z183205603;Z221627905,,,
201,AC10425489,990035938900603338,http://data.onb.ac.at/ABO/%2BZ201274103,"Walter, Bernhard; (DE-588)129517216","Beschreibung Einer Reiß aus Teutschland biß in das gelobte Landt Palaestina, unnd gen Jerusalem, auch auff den Berg Synai",,"Beschreibung Einer Reiß auß Teutschland biß in das gelobte Landt Palæstina, vnnd gen Jerusalem/ auch auff den Berg Synai/ von dannen widerumb zu ruck auff Venedig vnd Teutschlandt; Durch den Edlen vnnd Gestrengen Herrn Bernhard Walther/ von Walterßweyl/ Fürstl. Durchl. Ertzherzog Maximiliani Ernesti/ zu Oesterreich/ etc. Cammerer und obrister Stallmeister eygner Person besichtigt/ vnd beschriben. Gott dem Allmechtigen zu forderst vnd vnserm Herrn Jesu Christo zu ehrn vnd lobwürdigister gedechtnuß. Wie auch sein heiliges Grab/ warhafftiger eygentlicher form vnd gestalt/ wie solches noch auff heutigen tag in der Statt Jerusalem zusehen ist/ durch schöne Figuren mennigklich zu gutem für augen gestelt. Darneben auch mehrerley denckwürdige sachen vmbstendig vermeldet werden",,,Gedruckt zu München,München; (DE-588)4127793-4,München; (DE-588)4127793-4,bey Anna Bergin Wittib,"Berg, Anna; (DE-588)1037509242","Berg, Anna; (DE-588)1037509242",1610,1610,"32 ungezählte Seiten, 69 Blätter, 5 ungezählte Seiten, 4 gefaltete Blätter, 2 ungezählte gefaltete Blätter","6 Illustrationen, 2 Karten",8°,ger,,,VD17 23:255328Q,,,,"Croeselius, Johannes; (DE-588)129112585","Frangipani, Giorgio Antonio",,,,Reisebericht,,,,Wallfahrt; Naher Osten; Palästina; Geschichte 1587; Jerusalem; Orient; Osmanisches Reich,TravelogueD17 Europa Asien; TravelogueD17 Orient,107820-A MAG,"Die Illustrationen umfassen ein Holzschnitt-Porträt (des Verfasser Bernhard Walter), 2 Karten und 5 Illustrationen. - Titelblatt in Rot- und Schwarzdruck. - Holzschnitt-Vignetten und Initialen im Text "," Bibliografischer Nachweis: VD17 23:255328Q ; Yerasimos (1991), S. 381 "," Blatt A2a-A3b: Widmungsvorrede des Verfassers an Erzherzog Maximilian Ernst von Österreich. - Blatt A4a-A5a: Vorrede des Verlegers Adam Berg an den Leser, Datum 01.06.1608. - Blatt A5b-B8b: Christlicher Kalender. - Elegie an den Verfasser von Georg Antigonus Francipanius De Castello & Tergento. - Epigramm von Johann Croeselius. - Vorlageform der Veröffentlichungsangabe: Gedruckt zu München bey Anna Bergin Wittib. Anno 1610.",,,Z201274103,,,
202,AC10434248,990036028360603338,http://data.onb.ac.at/ABO/%2BZ17845860X,"Welsch, Hieronymus; (DE-588)124635881",Warhafftige Reiß-Beschreibung,,"Warhafftige Reiß=Beschreibung/; Auß eigener Erfahrung/ Von Teutschland/ Croatien/ Jtalien/ denen Jnsuln Sicilia, Maltha, Sardinia, Corsica, Majorca, Minorca, Juica und Formentera , deßgleichen von Barbaria, Egypten/ Arabien/ und dem gelobten Lande ; wie auch von Hispanien/ Franckreich/ Niderland/ Lothringen/ Burgund/ und andern Orthen. Und was sich hin und her/ sowol zu Land/ als auch bey unterschidlichen gefährlichen Schiff=fahrten/ auff dem Hadriatischen und Mediterraneischen Meer/ in Galleonen/ Vasellen/ Galleen/ Fregaten/ Falucken/ und dergleichen Schiffen. Nicht weniger bey denen wunderbahren brennenden Bergen/ als dem Vesuvio bey Neaples; la Sol fatara bey Puzzuolo; dem Stromboli und Vulcano, mitten im Meer nahend bey wie auch dem Montgibello (sonsten Æthna genant) in Sicilia gelegen. So dann in den Frantzösisch=Spannisch=Niderländisch= und andern Kriegen/ bey Scharmützeln/ Belägerungen und Haupt=Schlachten/ begeben und zugetragen/ etc.; Auff der  Eilffjährigen Reise/ Hieronymi Welschen/ Fürstl. Würtemberg. Rent=Cammer=Rahts. Von ihme selbsten beschrieben und verfertiget",,,Gedruckt zu Stuttgart,Stuttgart; (DE-588)4058282-6,Stuttgart; (DE-588)4058282-6,bey Johann Weyrich Rößlin;in Verlegung Wolffgang deß Jüngern/ und Joh. Andreæ Endters,"Endter, Johann Andreas;;Endter, Wolfgang; (DE-588)128893486;;(DE-588)128893540","Rößlin, Johann Weyrich; (DE-588)139610618",1658 [1659],1659,"24 ungezählte Seiten , 427 Seiten, 3 ungezählte gefaltete Blätter, 2 ungezählte Blätter Bildtafeln",2 Illustrationen,4°,ger,,,VD17 23:235991H,,,,"Ebermeier, Johann; (DE-588)124983677",,"Kilian, Philipp; (DE-588)123380464",,,Reisebericht,,,,Reise; Geschichte 1630-1634; Südeuropa; Ägypten; Westeuropa; Mittelmeerraum; Arabien; Naher Osten; Osmanisches Reich; Orient,TravelogueD17 Europa Asien Afrika; TravelogueD17 Orient,MF 3911 MIK,"Die Illustrationen umfassen ein Kupferstich-Porträt (gestochen von Philipp Kilian) als Frontispiz, einen illustrierenden Kupfertitel. - Holzschnitt-Vignetten und Zierleisten im Text ; Gedruckte Marginalien "," Bibliografischer Nachweis: VD17 23:235991H  ; Tresoldi, 31 ; Bibliografie Reiseliteratur Eutin. - Stecher ermittelt "," Blatt )(2a-)(3b: Widmungsvorrede des Verfassers an Eberhard, Herzog von Würtemberg, Datum 10.08.1658. - Blatt )(4a-)()()(1a: Vorrede. - Blatt )()()(1b-)()()(2a: Lobgedicht auf den Verfasser von Johann Ebermeier. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Gedruckt, zu Stuttgart, bey Johann Weyrich Rößlin, in Verlegung Wolffgang deß Jüngern, und Joh. Andreæ Endters. Anno M. DC. LVIII. - Erscheinungsvermerk auf dem Kupfertitel: Nürnberg Jn Verlegung Wolffgang deß Jüngern vnd Johann Andreæ Endtern. 1659 "," Signaturformel: )(4, )( )(4, )( )( )(4, A-Z4, Aa-Zz4, Aaa-Ggg4, Hhh2",,Z17845860X,,,
37,AC14470439,990053230750603338,http://data.onb.ac.at/ABO/%2BZ168355408;http://data.onb.ac.at/ABO/%2BZ16835300X,"Whitbourne, Richard; (DE-588)1157474756",<<A>> discourse and discovery of Newfoundland; 1620,Schiffart; 20,"Zwanzigste Schiffahrt/ oder Gründliche vnd sattsame Beschreibung deß Newen Engellands:; Wie auch Außführliche Erzehlung von Beschaffenheit der Landschafft Virginia, vnd der Insel Barmuda, deren man bißhero schlechte vnnd vnvollkommene Wissenschafft gehabt/ an jetzo ab durch dero Landt erfahrne Leuht/ volliglich an Tag gegeben",,,Gedruckt zu Franckfurt am Mayn,Frankfurt am Main; (DE-588)4018118-2,Frankfurt am Main; (DE-588)4018118-2,bey Wolffgang Hoffmann;Jn Verlegung der Hulsischen Erben,Levinus Hulsius Erben; (DE-588)6146897-6,"Hoffmann, Wolfgang; (DE-588)129072931",1629,1629,"116 Seiten, 1 ungezähltes Blatt, 2 ungezählte gefaltete Blätter","2 Illustrationen, 1 Karte",4°,ger,eng,Aus dem Englischen übersetzt,VD17 23:299817H,"Smith, John; (DE-588)118797689",,,,,,,,Reisebericht,Zusammenstellung,Von der Landschafft Virginia,"Smith, John; <<A>> Description of New Virginia",Nordamerika; Entdeckungsreise; Bermudainseln; Neuengland; Virginia; Geschichte um 1618-1620,TravelogueD17 Nordamerika,393593-B MAG,"Die Illustrationen sind 1 illustrierender Titelkupfer, 1 Kupferstich-Karte (New-England), 2 Kupferstich-Illustrationen. - Holzschnitt-Vignetten, Zierleisten und Initialen im Text ; Gedruckte Marginalien ", Bibliografischer Nachweis: Bircher B 7287 ; VD17 23:299817H. - Zusammenstellung von 2 Werken , Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Gedruckt zu Franckfurt am Mayn/ bey Wolffgang Hoffmann/ Jn Verlegung der Hulsischen Erben. Jm Jar 1619. ," Signaturformel: A-O4, P2 "," Paginierfehler: Seite 82 fälschlich als Seite 86 paginiert, Seite 86 fälschlich als Seite 84 paginiert",Z168355408;Z16835300X,,,
75,AC07795683,9958546880303338,http://data.onb.ac.at/ABO/%2BZ166658906,"Wild, Johann; (DE-588)120139367",Neue Reysbeschreibung eines Gefangenen Christen,,Neue Reysbeschreibung eines Gefangenen Christen/; Wie derselbe neben anderer Gefährligkeit zum sibenden mal verkaufft worden/ welche sich Anno 1604. angefangen/ vnd 1611. jhr end genommen/ darinnen außführlich zu finden/ die Stätt/ Länder vnd Königreich/ sampt deroselben Völcker/ Sitten vnd Gebräuch/ so vil er in werender Reys gesehen vnd erfahren. Jnsonderheit von der Türcken vnd Araber Järlichen Walfahrt von Alcairo nach Mecha/ jhren Opffern vnd Ceremonien daselbsten: Von deß Mahomets Begräbnuß zu Media Talnabi: Von dem roten Meer vnd einer drey vierteljährigen gefährlichen Schiffart nach Gemen ins Abyssiner Land: Vom Berg Synai/ vnd anderer gelegenheit/ etc. Jtem von der Statt Jerusalem/ deß H. Grabs/ deß Tempels Salomonis/ vnd der Statt Damasco/ Cypern/ Rhodis/ Wie auch der grosen Statt Alcairo/ vnd dem Fluß Nilo/ sampt der Egypter Gebräuch vnd Sitten. Deßgleichen von der Statt Constantinopel : deß Türckischen Käysers Hofhaltung: der Türcken Leben vnd Wandel. Endlich wie er durch Poln wider inn Teutschland kommen: Sampt einer Landtafel/ darinnen seine vornehmste Reysen Jn IIII. vnterschiedlichen Büchern begriffen; Auffs fleisigst eigner Person Beschrieben und außgestanden Durch Johann Wilden/ Burgern inn Nürnberg. Mit einer Vorrede Salomon Schweiggers/ Predigers  zu vnser Frauen daselbsten,,,Gedruckt vnd verlegt zu Nürnberg,Nürnberg; (DE-588)4042742-0,Nürnberg; (DE-588)4042742-0,durch Balthasar Scherffen,"Scherff, Balthasar; (DE-588)131752049","Scherff, Balthasar; (DE-588)131752049",1613,1613,"40 ungezählte Seiten, 262 Seiten, 1 ungezähltes Blatt Bildtafel, 1 ungezähltes gefaltetes Blatt Karte","1 Illustration, 1 Karte",4°,ger,,,VD17 3:002349B,,,,"Schweigger, Salomon; (DE-588)117653772",,"Krüger, Dietrich; (DE-588)128600519",,Nürnberg; (DE-588)4042742-0,Reisebericht,,,,Gefangenschaft; Geschichte 1604-1611; Reise; Osmanisches Reich; Arabien; Nordafrika; Geschichte 1604-1611; Orient,TravelogueD17 Afrika Asien Europa; TravelogueD17 Orient,65.G.55 PRUNK,"Die Illustrationen sind 1 Kupferstich-Porträt des Verfasser (signiert D. Krüger), 1 Holzschnitt-Karte. - Titelblatt in Rot-Schwarz-Druck "," Bibliografischer Nachweis: VD17 3:002349B ; Tobler (1867), S. 91 ; Müller, Prosopographie, X, S. 194-197 ; Kainbacher, Erforschung Afrikas, S. 515. "," Blatt a2a-c2a: Vorrede von Salomon Schweigger, Datum Nürnberg 03.03.1613. - Blatt c2b-c4b: Widmungsvorrede von Johann Wild an den Rat der Stadt Nürnberg, Datum Nürnberg 03.03.1613. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt mit Privileg: Mit Röm: Käys: Majest: Freyheit/ auff 10. Jar. Gedruckt vnd verlegt zu Nürnberg/ durch Balthasar Scherffen/ Jm Jar Christi/ M DC XIII. "," Signaturformel: a-e4, A-Z4, Aa-Kk4 ; Kk4: leeres Blatt",,Z166658906,,,
91,AC06341129,9958564876103338,http://data.onb.ac.at/ABO/%2BZ180798408,"Winckelmann, Johann Just; (DE-588)104280883",,,<<Der>> Americanischen Neuen Welt Beschreibung/; Darinnen deren Erfindung/ Lager/ Natur/ Eigenschaft/ Sitten/ Barbarey/ und unerhörte Grausamkeit der Einwohner/ Thier/ Vögel/ Fischen und anderer; Beneben einer wunderbaren Schiffart und Reise Beschreibung nach Brasilien Hans von Staden/ bürtig aus Homburg in Hessen; Was er vor selzame wunderbare Länder und wilde Leute gesehen; Was er innerhalb acht Jahren ausgestanden/ und wie der högste GOtt ihn aus so Vielfaltiger groser Gefahr erettet habe etc. Mit vielen nachdenklichen Fragen und nothwendigen Figuren ausgezieret und zusammen getragen; Durch Hans Just Wynkelmann,,,Gedruckt zu Oldenburg,Oldenburg (Oldenburg); (DE-588)4043457-6,Oldenburg (Oldenburg); (DE-588)4043457-6,bey Henrich=Conrad Zimmern,"Zimmer, Heinrich Konrad; (DE-588)1037522222","Zimmer, Heinrich Konrad; (DE-588)1037522222",1664,1664,"14 ungezählte Seiten , 228 Seiten, 12 ungezählte Seiten, 1 ungezähltes Blatt Bildtafel, 1 ungezähltes gefaltetes Blatt Bildtafel",36 Illustrationen,4° quer,ger,,,VD17 39:135424F,,,,,,,,,Reisebericht,,,,"Amerika; Landeskunde; Geschichte 1662; Staden, Hans; Reise; Brasilien; Geschichte 1547-1548; Staden, Hans; Reise; Brasilien; Geschichte 1549-1554",TravelogueD17 Südamerika,35516-A MAG,"Die Illustrationen sind 1 illustrierender Kupfertitel als Frontispiz,  1 Kupferstich-Illustration, 33 Holzschnittillustrationen und 1 Holzschnitt-Porträt. - Holzschnitt-Zierleisten und Initialen im Text : Gedruckte Marginalien ", Bibliografischer Nachweis: VD17 39:135424F. - Enthält bearbeitet Nacherzählung der Reise des Hans Staden ," Blatt *3a-**1a: Vorrede des Verfassers an Moritz, Graf von Nassau, Datum Oldenburg 14.01.1664. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt : Gedruckt zu Oldenburg bey Henrich Conrad Zimmern/Im Jahr Christi 1664. "," Signaturformel: *4, **4, B-Z4, Aa-Hh4",,Z180798408,,,
