ko,MMS-ID,Volltext,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur
AC06408955,9958529666203338,http://data.onb.ac.at/ABO/%2BZ164442001,"Chardin, John ; (DE-588)119384086",Journal du voyage du chevalier Chardin en Perse et aux Indes Orientales,,Reisen nach Persien; nebst einer Beschreibung der wichtigsten Merkwürdigkeiten dieses Reichs. Mit Kupfern; [Jean Chardin],Erster Band,,Frankfurt am Mayn,Frankfurt am Main; (DE-588)4018118-2,,bey Johann Gottlieb Garbe,"Garbe, Johann Gottlieb; (DE-588)117701084",,1780,1780,"8 ungezählte Seiten, 576 Seiten, 14 teilweise gefaltete Blätter Bildtafeln",14 Illustrationen,14 ,,8°,Die Illustrationen umfassen 14 Kupferstich-Illustrationen. -  Holzschnitt-Vignetten auf dem Titelblatt und im Text,Bibliografischer Nachweis: VD18 10689370 ; Bibliografie Reiseliteratur Eutin. - Verfasser bibliografisch ermittlet nach VD18 und Bibliografie Reiseliteratur Eutin,"Ungezählte Seite 3-6: Vorbericht, Datum 1780",,ger,fre,Aus dem Französischen übersetzt,VD18 10689370,,,,,,,,,Reisebericht,,,Iran; Reise; Geschichte 1664-1667; Orient,TravelogueD18 Asien; TravelogueD18 Orient,,252281-A.1; MAG
AC08512695,9958529670403338,"http://data.onb.ac.at/ABO/%2BZ178476406;
http://data.onb.ac.at/ABO/%2BZ157356107","Poiret, Jean Louis Marie ; (DE-588)115438610","Voyage en Barbarie, ou lettres écrites de l'ancienne Numidie; 1789; http://viaf.org/viaf/183881656",,"Reise in die Barbarey oder Briefe aus Alt=Numidien; geschrieben in den Jahren 1785 und 1786 über die Religion, Sitten und Gebräuche der Mauren und Bedouin=Araber. Nebst einem Versuche über die Naturgeschichte dieses Landes; von Herrn Poiret. Aus dem Französischen übersetzt, und mit Anmerkungen begleitet",Zweyter Theil; [Naturgeschichte Numidiens],,Strasburg,Straßburg; (DE-588)4057878-1,Straßburg; (DE-588)4057878-1,Jm Verlage der akademischen Buchhandlung,Librairie Académique; (DE-588)6146618-9,"Heitz, Johann Heinrich; (DE-588)1037503732",1789,1789,"4 ungezählte Seiten, 267 Seiten, 1 ungezählte Seiten, 4 ungezählte Blätter Bildtafeln",4 Illustrationen,4 ,,8°,Die Illustrationen umfassen 4 Kupferstichillustrationen. - Holzschnitt-Vignetten im Text,"Bibliografischer Nachweis: Engelmann 173 ; Bibliografie Reiseliteratur Eutin ; VD18 90724216 ; Kainbacher, Erforschung Afrikas. - Buchdrucker wohl wie beim 1. Band Johann Heinrich Heitz [?]",Ungezählte Seite 3-4: Nachricht des Verlegers. - Am Ende eine ungezählte Seite Verlagsprogramm (Bücheranzeige),,ger,fre,Aus dem Französischen übersetzt,VD18 90724216,,,,,,,,,Reisebericht,,,Reise; Nordafrika; Geschichte 1785-1786,TravelogueD18 Afrika; TravelogueD18 Orient,,79.Aa.13.(Vol.2); PRUNK .- 269579-B.2; MAG
AC08512686,9958529670503338,"http://data.onb.ac.at/ABO/%2BZ178476303;
http://data.onb.ac.at/ABO/%2BZ157356004","Poiret, Jean Louis Marie ; (DE-588)115438610","Voyage en Barbarie, ou lettres écrites de l'ancienne Numidie; 1789; http://viaf.org/viaf/183881656",,"Reise in die Barbarey oder Briefe aus Alt=Numidien; geschrieben in den Jahren 1785 und 1786 über die Religion, Sitten und Gebräuche der Mauren und Bedouin=Araber. Nebst einem Versuche über die Naturgeschichte dieses Landes; von Herrn Poiret. Aus dem Französischen übersetzt, und mit Anmerkungen begleitet",Erster Theil,,Strasburg,Straßburg; (DE-588)4057878-1,Straßburg; (DE-588)4057878-1,"Jm Verlage der akademischen Buchhandlung; Gedruckt bey Joh. Heinrich Heitz, Universit. Buchdr.",Librairie Académique; (DE-588)6146618-9,"Heitz, Johann Heinrich; (DE-588)1037503732",1789,1789,"2 ungezählte Seiten, XXIV, 365 Seiten",,,,8°,Kein illustrierender Inhalt. - Holzschnitt-Vignetten im Text,"Bibliografischer Nachweis: Engelmann 173 ; Bibliografie Reiseliteratur Eutin ; VD18 90724208 ; Kainbacher, Erforschung Afrikas",Seite I-XXIV: Vorbericht,,ger,fre,Aus dem Französischen übersetzt,VD18 90724208,,,,,,,,,Reisebericht; Briefsammlung,,,Reise; Nordafrika; Geschichte 1785-1786,TravelogueD18 Afrika; TravelogueD18 Orient,,79.Aa.13.(Vol.1); PRUNK .- 269579-B.1; MAG
AC08512681,9958529670603338,,"Poiret, Jean Louis Marie ; (DE-588)115438610","Voyage en Barbarie, ou lettres écrites de l'ancienne Numidie; 1789; http://viaf.org/viaf/183881656",,"Reise in die Barbarey oder Briefe aus Alt=Numidien; geschrieben in den Jahren 1785 und 1786 über die Religion, Sitten und Gebräuche der Mauren und Bedouin=Araber. Nebst einem Versuche über die Naturgeschichte dieses Landes; von Herrn Poiret. Aus dem Französischen übersetzt, und mit Anmerkungen begleitet",,,Strasburg,Straßburg; (DE-588)4057878-1,Straßburg; (DE-588)4057878-1,im Verlage der akademischen Buchhandlung,Librairie Académique; (DE-588)6146618-9,"Heitz, Johann Heinrich; (DE-588)1037503732",,    ,2 Bände,,,,8°,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; VD18 11217456 ; Kainbacher, Erforschung Afrikas",,,,ger,fre,Aus dem Französischen übersetzt,VD18 11217456,,,,,,,,,Reisebericht,,,Reise; Nordafrika; Geschichte 1785-1786,TravelogueD18 Afrika; TravelogueD18 Orient,,
AC08415780,9958529671103338,http://data.onb.ac.at/ABO/%2BZ155672002,"Mayer, Johann Friedrich ; (DE-588)104138432",,,"<<Romanj, eines edlen Wallachens>> Landwirthschaftliche Reise durch verschiedene Landschaften Europens; Eine getreue Uebersezung mit Anmerkungen von Johann Friedrich Mayer, Pfarrer zu Kupferzell, Mitglied der Gesellschaften der Wissenschaften, der Künste, der Landwirthschaft und Oekonomie, der K. K. in Niederösterreich, Steyermark u. Kärnthen, der Grosbr. und Churf. Braunsch. Lüneb. zu Zelle, der Kön. Preuß. zu Franckfurt an der Oder, der Churf. Bayerischen zu Alt=Oettingen und der Schweizerischen in Bern",[1],,Nürnberg,Nürnberg; (DE-588)4042742-0,Nürnberg; (DE-588)4042742-0,bey Johann Eberhard Zeh,"Zeh, Johann Eberhard; (DE-588)138639981","Zeh, Johann Eberhard; (DE-588)138639981",1775,1775,"28 ungezählte Seiten, 544 Seiten, 12 ungezählte Seiten",,,,8°,Kein illustrierender Inhalt. -  Holzschnitt-Vignetten ; Fußnoten,"Bibliografischer Nachweis: Stuck I, 910 ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0619","Vorrede des Verfassers. - Vorrede des Übersetzers, Datum Kupferzell 23.02.1775","Signaturformel: )(8, )()(6, A-Z8, Aa-Ll8, Mm4, Nn2, Fingerprint nach dem Ex. der FB Gotha, . Schlüsselseiten nach dem Exemplar der FB Gotha: Geogr 8 ̊01396 (01)",ger,,,,,,,,,,,,Reisebericht,,,Reise; Osmanisches Reich; Konstantinopel; England; Holland,TravelogueD18 Asien Europa; TravelogueD18 Orient,,*48.W.84.(Vol.1); PRUNK
AC15243601,9958529777603338,http://data.onb.ac.at/ABO/%2BZ124958704,"Björnst°ahl, Jacob Jonas ; (DE-588)11893029X","Resa til Frankrike, Italien, Sweitz, Tyskland, Holland, England, Turkiet och Grekland; 1780-1784",,<<Jacob Jonas Björnståhl Professors der morgenländischen Sprachen zu Lund>> Briefe auf seinen ausländischen Reisen; an den Königlichen Bibliothekar C. C. Gjörwell in Stockholm; Aus dem Schwedischen übersetzt von Just Ernst Groskurd,"[4,1] = Der morgenländischen Briefe Erstes Heft",,Leipzig und  Rostock,Rostock; (DE-588)4050610-1 .- Leipzig; (DE-588)4035206-7,,bey Johann Christian Koppe,"Koppe, Johann Christian; (DE-588)1019285591",,1779,1779,"16 ungezählte Seiten, 104 Seiten",,,,8°,Kein illustrierender Inhalt. - Holzschnitt-Vignetten im Text,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Griep, Reiseliteratur und Geographica, 0129","Ungezählte Seite 3-14: Vorbericht des Übersetzers Just Ernst Groskurd, Datum Stockholm Mosgaard bey Aarhus in Jütland, 17.08.1779",,ger,swe,Aus dem Schwedischen übersetzt,,,,"Groskurd, Just Ernst; (DE-588)130417971",,,,,,Briefsammlung; Reisebericht,,,Reise; Konstantinopel; Geschichte 1777-1779; Osmanisches Reich; Orient,TravelogueD18 Asien; TravelogueD18 Orient,,"251599-B.4,1; MAG"
AC13069054,9958530479403338,,,,,"Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge; worinnen eine genaue Nachricht von der Religion, Regierungsverfassung, Handlung, Sitten, natürlichen Geschichte und andern merkwürdigen Dingen verschiedner Länder und Völker gegeben wird ; Aus dem Engländischen übersetzt ; Mit vielen nützlichen Kupfern; [herausgegeben von Johann Friedrich Zückert]",Fünfter Band,,Berlin,Berlin; (DE-588)4005728-8,,verlegts August Mylius,"Mylius, August; (DE-588)138422230",,1767,1767,"556 Seiten, 5 Blätter (zum Teil gefaltet)","4 Illustrationen, 1 Schriftbeispiel",4 ,,8°,Die Illustrationen umfassen 4 Kupferstichillustrationen und 1 Schriftbeispiel. - Holzschnitt-Vignetten ; Holzschnitt-Initialen,"Bibliografischer Nachweis: Griep, Reiseliteratur und Geographica, 1123 ; Bibliografie Reiseliteratur Eutin. - Enthält Bearbeitungen von Johann Georg Gmelins Reisebericht nach Sibirien, von Ausschnitten aus Gehrard Friedrich Müllers Sammlung russischer Geschichte, von Stephan Krascheninnikows Beschreibung von Kamtschatka auf Grundlage der deutschen Übersetzung von Johann Tobias Köhler 1766 und von John Chardins Reiseberichten auf der Grundlage der französischen Ausgabe von 1735.","Signaturformel: [1], A5, B-Z8, Aa-Mm8",,ger,fre; rus,"Enthält Auszüge von aus dem Englischen, Russischen und Französischen übersetzten Werken",,"Chardin, John; (DE-588)119384086 .- Gmelin, Johann Georg; (DE-588)11903705X .- Müller, Gerhard Friedrich; (DE-588)118953362 .- Krašeninnikov, Stepan Petrovič; (DE-588)12493076X","Zückert, Johann Friedrich; (DE-588)121418855",,,,,,,Reisebericht,,"Gmelin, Johann Georg: Reise durch Sibirien;  .- Müller, Gerhard Friedrich: Sammlung russischer Geschichte;  .- Krašeninnikov, Stepan Petrovič: Opisanie zemli Kamtschatki;  .- Chardin, John: Journal du voyage du chevalier Chardin en Perse et aux Indes Orientales; ","Reise; Italien; Reise; Orient; Forschungsreise; Russland; Sibirien; Geschichte 1733-1743; Gmelin, Johann Georg; Sibirien; Topografie; Reise; Orient; Iran; Indien; Geschichte 1671-1677",TravelogueD18 Asien Europa; TravelogueD18 Orient,Zusammenstellung: mit übergeordnetem Titel von mehreren Akteuren (Auszüge ; Übersetzungen),231592-B.5; MAG .- 231.592-B.Kar; UNASSIGNED
AC02499043,9958530479603338,http://data.onb.ac.at/ABO/%2BZ59476908,,,,"Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge; worinnen eine genaue Nachricht von der Religion, Regierungsverfassung, Handlung, Sitten, natürlichen Geschichte und andern merkwürdigen Dingen verschiedner Länder und Völker gegeben wird ; Aus dem Engländischen übersetzt ; Mit vielen nützlichen Kupfern; [herausgegeben von Johann Friedrich Zückert]",Dritter Band; : Mit vielen nützlichen Kupfern,,Berlin,Berlin; (DE-588)4005728-8,,verlegts August Mylius,"Mylius, August; (DE-588)138422230",,1765,1765,"6 ungezählte Seiten, 532 Seiten, 9 ungezählte Blätter Bildtafeln",9 Illustrationen,9 ,,8°,Die Illustrationen umfassen 9 Kupferstich-Illustrationen. - Holzschnitt-Vignetten auf dem Titelblatt und im Text,"Bibliografischer Nachweis: Griep, Reiseliteratur und Geographica, 1223 ; Bibliografie Reiseliteratur Eutin. - Enthält 4 bearbeitete Reiseberichte (Auszüge)","Ungezählte Seite 3-4: Vorbericht, Datum Berlin 13.03.1765",,ger,fre; ita; ger,Aus dem Englischen übersetzt. Enthält Auszüge von aus dem aus dem Italienischen und Französischen übersetzten Werken,,"Uffenbach, Zacharias Konrad <<von>>; (DE-588)118803107 .- Polo, Marco; (DE-588)118595563 .- Arvieux, Laurent <<d'>>; (DE-588)118848224 .- Thevenot, Jean <<de>>; (DE-588)121201708","Zückert, Johann Friedrich; (DE-588)121418855",,,,"Glassbach, Christian Benjamin; (DE-588)123429811",,,Reisebericht,,"Uffenbach, Zacharias Konrad <<von>>: Reisen durch Niedersachsen, Holland und England;  .- Polo, Marco: <<Il>> Milione; (DE-588)4284152-5 .- Arvieux, Laurent <<d'>>: Mémoires du chevalier d'Arvieux; (DE-588)1115522426 .- Thevenot, Jean <<de>>: Relation d'un voyage fait au Levant; ","Reise; Uffenbach, Zacharias Konrad <<von>>; Deutschland; Holland; England; Geschichte 1709-1711; Reise; Arvieux, Laurent <<d'>>; Osmanisches Reich; Naher Osten; Ägypten; Geschichte 1653-1665 circa; Reise; Polo, Marco; Ostasien; China; Reise; Thevenot, Jean <<de>>; Geschichte 1655-1656; Mittelmeer; Naher Osten; Osmanisches Reich",TravelogueD18 Europa Asien Afrika; TravelogueD18 Orient,Zusammenstellung: von mehreren Akteuren mit übergeordnetem Titel (Bearbeitungen ; Auszüge),231592-B.3; MAG .- 231.592-B.Kar; UNASSIGNED
AC15246250,9958530479703338,http://data.onb.ac.at/ABO/%2BZ59476805,,,,"Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge; worinnen eine genaue Nachricht von der Religion, Regierungsverfassung, Handlung, Sitten, natürlichen Geschichte und andern merkwürdigen Dingen verschiedner Länder und Völker gegeben wird ; Aus dem Engländischen übersetzt ; Mit vielen nützlichen Kupfern; [herausgegeben von Johann Friedrich Zückert]",Zweyter Band; : Mit vielen nützlichen Kupfern,,Berlin,Berlin; (DE-588)4005728-8,,verlegts August Mylius,"Mylius, August; (DE-588)138422230",,1764,1764,"2 ungezählte Seiten, 480 Seiten, 4 ungezählte gefaltete Blätter",4 Illustrationen,4 ,,8°,"Die Illustrationen sind 4 Kupferstichillustrationen. - Holzschnitt-Vignetten, Holzschnitt-Initialen","Bibliografischer Nachweis: Griep, Reiseliteratur und Geographica, 1223, 1022, 1100, 0564 ; Bibliografie Reiseliteratur Eutin. - Der Reisebericht Hanways ""An Historical Account of the British Trade over the Caspian Sea"" ist stark bearbeitet und gekürzt. Die Werke Nordens und Pontoppidan wurden gekürzt und nur geringfügig bearbeitet (Auszüge, neue Expressionen)",,,ger,eng; nor,Enthält Bearbeitungen von aus dem Englischen und Norwegischen übersetzten Werken,,"Hanway, Jonas; (DE-588)118839462 .- Norden, Frederik Ludvig; (DE-588)119223236 .- Pontoppidan, Erik; (DE-588)100208746","Zückert, Johann Friedrich; (DE-588)121418855",,,,"Kauke, Friedrich Johann; (DE-588)132374412",,,Reisebericht; Aufsatzsammlung; Reisebericht,,"Hanway, Jonas: Historical account of the British trade over the Caspian sea;  .- Norden, Frederik Ludvig: Voyage d'Égypte et de Nubie;  .- Pontoppidan, Erik: <<Det>> første forsøg paa Norges naturlige historie; ","Reise; Russland; Iran; Geschichte 1742-1750; Hanway, Jonas; Norwegen; Natur; Landeskunde; Reise; Ägypten; Nordafrika; Norden, Frederik Ludvig; Geschichte 1737-1738; Osmanisches Reich",TravelogueD18 Europa Asien; TravelogueD18 Orient,Zusammenstellung: von mehreren Akteuren mit übergeordnetem Titel (Bearbeitungen ; Übersetzungen),231592-B.2; MAG .- 231.592-B.Kar; UNASSIGNED
AC15246235,9958530479903338,http://data.onb.ac.at/ABO/%2BZ59476702,,,,"Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge; worinnen eine genaue Nachricht von der Religion, Regierungsverfassung, Handlung, Sitten, natürlichen Geschichte und andern merkwürdigen Dingen verschiedner Länder und Völker gegeben wird ; Aus dem Engländischen übersetzt ; Mit vielen nützlichen Kupfern; [herausgegeben von Johann Friedrich Zückert]",Erster Band; : Mit vielen nützlichen Kupfern,,Berlin,Berlin; (DE-588)4005728-8,,verlegts August Mylius,"Mylius, August; (DE-588)138422230",,1763,1763,"4 ungezählte Seiten, 472 Seiten, 4 ungezählte gefaltete Blätter Bildtafeln",4 Illustrationen,4 ,,8°,Die Illustrationen umfassen 4 Kupferstich-Illustrationen. - Holzschnitt-Vignetten und Initialen,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Griep, Reiseliteratur und Geographica, 0047 ; Chatzipanagioti-Sangmeister, 0831 (Pococke, Richard), 895 (Russel, Alexander), 1197 (Wood, Robert), 1028 (Shaw, Thomas). - Enthält 7 bearbeitete Auszüge aus Reiseberichten",Ungezählte Seite 3-4: Vorbericht,"Signaturformel: [2], A-Z8, Aa-Ff8, Gg4",ger,eng; fre,Enthält Auszüge von aus dem Englischen und Französischen übersetzten Werken,,"Maundrell, Henry; (DE-588)132232928 .- Russell, Alexander; (DE-588)133337774 .- Hanway, Jonas; (DE-588)118839462 .- Shaw, Thomas; (DE-588)11762537X .- Pococke, Richard; (DE-588)11768757X .- Wood, Robert; (DE-588)1031092218","Zückert, Johann Friedrich; (DE-588)121418855",,,,,,,Reisebericht,,"Maundrell, Henry: Journey from Aleppo to Jerusalem;  .- Russell, Alexander: <<The>> Natural history of Aleppo;  .- Shaw, Thomas: Travels or observations relating to several parts of Barbary and the Levant;  .- Hanway, Jonas: Historical account of the British trade over the Caspian sea;  .- Pococke, Richard: <<A>> description of the East and some other countries;  .- Wood, Robert: <<The>> Ruins of Palmyra, otherwise Tedmor, in the desart; ","Aleppo; Topografie; Geschichte 1740-1754; Reise; Naher Osten; Jerusalem; Maundrell, Henry; Geschichte 1697; Reise; Ägypten; Naher Osten; Pococke, Richard; Geschichte 1737-1739; Reise; Drummond, Alexander; Naher Osten; Anatolien; Syrien; Zypern; Geschichte 1744-1747; Handelsreise; Iran; Kaspisches Meer; Hanway, Jonas; Geschichte 1743; Osmanisches Reich; Orient",TravelogueD18 Asien; TravelogueD18 Orient,Zusammenstellung: von mehreren Akteuren mit übergeordnetem Titel,231592-B.1; MAG .- 231.592-B.Kar; UNASSIGNED
AC13069517,9958532479903338,,,,,"Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge; worinnen eine genaue Nachricht von der Religion, Regierungsverfassung, Handlung, Sitten, natürlichen Geschichte und andern merkwürdigen Dingen verschiedner Länder und Völker gegeben wird ; Aus dem Engländischen übersetzt ; Mit vielen nützlichen Kupfern; [herausgegeben von Johann Friedrich Zückert]",Achtzehnter Band,,Berlin,Berlin; (DE-588)4005728-8,,verlegts August Mylius,"Mylius, August; (DE-588)138422230",,1778,1778,"474 Seiten, 2 ungezählte gefaltete Blätter","1 Illustration, 1 Karte",1 ,1 ,8°,"1 Kupferstich-Karte (Tabula Itineraria sistens illam partem Terrae Yemen, Datum 1763) und 1 Kupferstich-illustration. - Titel-Vignette, Holzschnitt-Vignetten","Bibliografischer Nachweis: Griep, Reiseliteratur und Geographica, 0047 (Reihe) ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0768 (Niebuhr, Carsten). - Enthält zwei Auszüge von Reiseberichten",,,ger,,,,"Niebuhr, Carsten; (DE-588)118734784 .- Gmelin, Samuel Gottlieb; (DE-588)116685158","Zückert, Johann Friedrich",,,,"Glassbach, Christian Benjamin; (DE-588)123429811 .- Gramer, P.",,,Reisebericht,,"Niebuhr, Carsten: Reisebeschreibung nach Arabien und andern umliegenden Ländern; http://viaf.org/viaf/9334147270626435700006 .- Gmelin, Samuel Gottlieb: Reise durch Russland; ","Forschungsreise; Niebuhr, Carsten; Arabien; Naher Osten; Geschichte 1761-1767; Osmanisches Reich; Forschungsreise; Gmelin, Samuel Gottlieb; Russland; Geschichte 1768-1774",TravelogueD18 Asien; TravelogueD18 Orient,,231592-B.18; MAG .- 231.592-B.Kar; UNASSIGNED
AC13069505,9958532480003338,,,,,"Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge; worinnen eine genaue Nachricht von der Religion, Regierungsverfassung, Handlung, Sitten, natürlichen Geschichte und andern merkwürdigen Dingen verschiedner Länder und Völker gegeben wird ; Aus dem Engländischen übersetzt ; Mit vielen nützlichen Kupfern; [herausgegeben von Johann Friedrich Zückert]",Siebzehnter Band; : Mit vielen nützlichen Kupfern,,Berlin,Berlin; (DE-588)4005728-8,,verlegts August Mylius,"Mylius, August; (DE-588)138422230",,1777,1777,"435 Seiten, 2 ungezählte gefaltete Blätter","1 Illustration, 1 Karte",1 ,1 ,8°,"Die Illustrationen umfassen 1 Kupferstich-Illustration als Frontispiz und 1 Kupferstich-Karte. - Titel-Vignette (Holzschn.), Holzschnitt-Vignetten","Bibliografischer Nachweis: BVB ; Griep, Reiseliteratur und Geographica (Reihe) ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0767 (Niebuhr, Carsten). - Enthält zwei Auszüge von Reiseberichten",,,ger,eng; ger,Enthält Auszug von aus dem Englischen übersetzten Werk,,"Niebuhr, Carsten; (DE-588)118734784 .- Ives, Edward; (DE-588)1013587103","Zückert, Johann Friedrich",,,,"Glassbach, Christian Benjamin; (DE-588)123429811",,,Reisebericht,,"Niebuhr, Carsten: Reisebeschreibung nach Arabien und andern umliegenden Ländern; http://viaf.org/viaf/9334147270626435700006 .- Ives, Edward: <<A>> Voyage from England to India; ","Reise; Ives, Edward; Indien; Iran; Geschichte 1755-1757; Forschungsreise; Arabien; Naher Osten; Geschichte 1761-1767; Niebuhr, Carsten; Orient",TravelogueD18 Asien; TravelogueD18 Orient,Zusammenstellung: mit übergeordnetem Titel von mehreren Aktueren (zwei Werke in Auszug),231592-B.17; MAG .- 231.592-B.Kar; UNASSIGNED
AC13069495,9958532480103338,,,,,"Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge; worinnen eine genaue Nachricht von der Religion, Regierungsverfassung, Handlung, Sitten, natürlichen Geschichte und andern merkwürdigen Dingen verschiedner Länder und Völker gegeben wird ; Aus dem Engländischen übersetzt ; Mit vielen nützlichen Kupfern; [herausgegeben von Johann Friedrich Zückert]",Sechszehnter Band; : Mit nützlichen Kupferstichen,,Berlin,Berlin; (DE-588)4005728-8,,verlegts August Mylius,"Mylius, August; (DE-588)138422230",,1776,1776,"452 Seiten, 2 ungezählte gefaltete Blätter","1 Illustration, 1 Karte",1 ,1 ,8°,"Die Illustrationen sind 1 Kupferstich-Karte und 1 Kupferstich-illustration. - Titel-Vignette (Holzschn.), Holzschnitt-Vignetten","Bibliografischer Nachweis: BVB ; Griep, Reiseliteratur und Geographica (Reihe) ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0468 (Ives, Edward). - Enthält 2 bearbeitete Reiseberichte im Auszug und einen Auszug einer Historiographie von Siam",,,ger,eng,Enthält Auszüge von aus dem Englischen übersetzten Werken,,"Cook, James; (DE-588)118522027 .- Ives, Edward; (DE-588)1013587103","Zückert, Johann Friedrich",,,,"Glassbach, Christian Benjamin; (DE-588)123429811 .- Glassbach, Benjamin; (DE-588)124173160",,,Reisebericht,,"Cook, James: Account of a voyage round the world, in the years 1768, 1769, 1770 and 1771;  .- Ives, Edward: <<A>> Voyage from England to India; ","Entdeckungsreise; Ozeanien; Australien; Cook, James; Geschichte 1768-1771; Siam; Geschichte 1444-1767; Schiffsreise; Indien; Geschichte 1754-1755; Ives, Edward",TravelogueD18 Asien; TravelogueD18 Orient,Zusammenstellung: mit übergeordnetem Titel von mehreren Akteuren (Auszüge),231592-B.16; MAG .- 231.592-B.Kar; UNASSIGNED
AC15385381,9958554163403338,http://data.onb.ac.at/ABO/%2BZ160619502,"Forster, George ; (DE-588)121241033","Journey from Bengal to England through the Northern part of India, Kashmire, Afghanistan, and Persia and into Russia, by the Caspian sea; 1790",,"Reise aus Bengalen nach England,; durch die nördlichen Theile von Hindostand, durch Kaschemir, Afghanistan, Persien und Rußland; Von Georg Forster, vormals in Civil=Diensten der Englischen Ostindischen Compagnie. Aus dem Englischen übersezt, und mit Anmerkungen begleitet von C. Meiners, Königl. Großbritannischem Hofrath, und ordentlichem Lehrer der Weltweisheit in Göttingen",Zweyter Theil,,Zürich,Zürich; (DE-588)4068038-1,Zürich; (DE-588)4068038-1,"bey  Orell, Füßli und Compagnie",Orell Füssli & Co.; (DE-588)10193677-1,Orell Füssli & Co.; (DE-588)10193677-1,1800,1800,"301 Seiten, 2 ungezählte Seiten, 1 ungezähltes mehrfach gefaltetes Blatt Karte",1 Karte,,1 ,8°,Die Illustration ist 1 Kupferstich-Karte. - Fußnoten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,"Seite 3-12: Vorrede zur deutsche Übersetzung von C. Meiners, datum Göttingen 10.09.1799",,ger,eng,Aus dem Englischen übersetzt,,,"Meiners, Christoph; (DE-588)116863498","Meiners, Christoph; (DE-588)116863498",,,,,,Briefsammlung; Reisebericht,,,England; Reise; Iran; Russland; Geschichte 1782-1783; Indien; Kaschmir,TravelogueD19 Asien; TravelogueD19 Orient,,24.Y.34.(Vol.2); PRUNK
AC15385377,9958554163503338,http://data.onb.ac.at/ABO/%2BZ16061940X,"Forster, George ; (DE-588)121241033","Journey from Bengal to England through the Northern part of India, Kashmire, Afghanistan, and Persia and into Russia, by the Caspian sea; 1790",,"Reise aus Bengalen nach England,; durch die nördlichen Theile von Hindostand, durch Kaschemir, Afghanistan, Persien und Rußland; Von Georg Forster, vormals in Civil=Diensten der Englischen Ostindischen Compagnie. Aus dem Englischen übersezt, und mit Anmerkungen begleitet von C. Meiners, Königl. Großbritannischem Hofrath, und ordentlichem Lehrer der Weltweisheit in Göttingen",Erster Theil,,Zürich,Zürich; (DE-588)4068038-1,Zürich; (DE-588)4068038-1,"bey  Orell, Füßli und Compagnie",Orell Füssli & Co.; (DE-588)10193677-1,Orell Füssli & Co.; (DE-588)10193677-1,1796,1796,"342 Seiten, 1 ungezähltes gefaltetes Blatt",1 Karte,,1 ,8°,Die Illustration ist 1 Kupferstich-Karte (Forsters Route von Lalldon bis Kaschmir). - Fußnoten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,"Vorrede zu der deutschen Übersetzung von C. Meiners, Datum Göttingen 03.11.1795. - Seite 3-22: Widmungsvorrede des Verfassers Georg Forster an den Grafen von Cornwallis, Datum Calcutta 01.08.1790",,ger,eng,Aus dem Englischen übersetzt,,,"Meiners, Christoph; (DE-588)116863498","Meiners, Christoph; (DE-588)116863498",,,,"Forster, George; (DE-588)121241033","Cornwallis, Charles Cornwallis; (DE-588)129360236",Briefsammlung; Reisebericht,,,England; Reise; Iran; Russland; Geschichte 1782-1783; Indien; Kaschmir,TravelogueD18 Asien Europa; TravelogueD18 Orient,,24.Y.34.(Vol.1); PRUNK
